rank,filename,video_id,margin_score,matched_prompt,blur_score,raw_positive_score
467,NEUTRAL_vHg96kjiUeo_F017.jpg,vHg96kjiUeo,-0.0167,"a can of beer, clearly visible",498.6,0.2091
468,NEUTRAL_xxwNGzTYlIU_F301.jpg,xxwNGzTYlIU,-0.0168,a pouch or sachet of gutka or pan masala with visible branding,1383.8,0.2072
469,NEUTRAL_DIsjjT1XRwQ_F424.jpg,DIsjjT1XRwQ,-0.0168,"a vape or e-cigarette device, clearly visible",2773.0,0.2169
470,NEUTRAL_DIsjjT1XRwQ_F491.jpg,DIsjjT1XRwQ,-0.0168,"a vape or e-cigarette device, clearly visible",1083.8,0.2543
471,NEUTRAL_xxwNGzTYlIU_F171.jpg,xxwNGzTYlIU,-0.0169,a pouch or sachet of gutka or pan masala with visible branding,1413.0,0.2253
472,NEUTRAL_DIsjjT1XRwQ_F206.jpg,DIsjjT1XRwQ,-0.0169,"a vape or e-cigarette device, clearly visible",2305.6,0.2212
473,NEUTRAL_DIsjjT1XRwQ_F433.jpg,DIsjjT1XRwQ,-0.0169,"a vape or e-cigarette device, clearly visible",2753.4,0.2236
474,NEUTRAL_AWr1HIpkQVc_F015.jpg,AWr1HIpkQVc,-0.0169,"tobacco leaves or raw tobacco, clearly visible",1955.3,0.2334
475,NEUTRAL_AWr1HIpkQVc_F150.jpg,AWr1HIpkQVc,-0.0170,"a person smoking a cigarette, cigarette clearly visible",2066.5,0.2638
476,NEUTRAL_xxwNGzTYlIU_F001.jpg,xxwNGzTYlIU,-0.0170,"a person smoking a cigarette, cigarette clearly visible",1642.6,0.2275
477,NEUTRAL_DIsjjT1XRwQ_F308.jpg,DIsjjT1XRwQ,-0.0170,"a vape or e-cigarette device, clearly visible",2765.7,0.1941
478,NEUTRAL_vHg96kjiUeo_F215.jpg,vHg96kjiUeo,-0.0171,"a can of beer, clearly visible",248.3,0.2326
479,NEUTRAL_K30M-0f213I_F498.jpg,K30M-0f213I,-0.0171,"workers manufacturing cigarettes or pan masala in a factory, product visible",2408.7,0.2103
480,NEUTRAL_zATQhVnsCs4_F072.jpg,zATQhVnsCs4,-0.0172,"a vape or e-cigarette device, clearly visible",966.5,0.2258
481,NEUTRAL_vHg96kjiUeo_F031.jpg,vHg96kjiUeo,-0.0172,"a cigar being smoked, clearly visible",651.4,0.2213
482,NEUTRAL_xxwNGzTYlIU_F073.jpg,xxwNGzTYlIU,-0.0173,a pouch or sachet of gutka or pan masala with visible branding,1357.2,0.2336
483,NEUTRAL_AWr1HIpkQVc_F200.jpg,AWr1HIpkQVc,-0.0173,"a person smoking a cigarette, cigarette clearly visible",2003.9,0.2406
484,NEUTRAL_t87mgidAKsI_F137.jpg,t87mgidAKsI,-0.0173,"a person smoking a cigarette, cigarette clearly visible",493.5,0.2236
485,NEUTRAL_K30M-0f213I_F001.jpg,K30M-0f213I,-0.0173,"a vape or e-cigarette device, clearly visible",892.9,0.2076
486,NEUTRAL_DIsjjT1XRwQ_F150.jpg,DIsjjT1XRwQ,-0.0173,"a vape or e-cigarette device, clearly visible",2192.3,0.2096
487,NEUTRAL_N69DzL9FM0Y_F022.jpg,N69DzL9FM0Y,-0.0174,"tobacco leaves or raw tobacco, clearly visible",1710.2,0.2463
488,NEUTRAL_xxwNGzTYlIU_F060.jpg,xxwNGzTYlIU,-0.0175,a pouch or sachet of gutka or pan masala with visible branding,1276.7,0.2156
489,NEUTRAL_vHg96kjiUeo_F196.jpg,vHg96kjiUeo,-0.0175,"a vape or e-cigarette device, clearly visible",231.4,0.2413
490,NEUTRAL_xxwNGzTYlIU_F074.jpg,xxwNGzTYlIU,-0.0176,a pouch or sachet of gutka or pan masala with visible branding,1473.0,0.2161
491,NEUTRAL_AWr1HIpkQVc_F256.jpg,AWr1HIpkQVc,-0.0176,"a person smoking a cigarette, cigarette clearly visible",2152.1,0.2407
492,NEUTRAL_zATQhVnsCs4_F078.jpg,zATQhVnsCs4,-0.0176,"a vape or e-cigarette device, clearly visible",1002.2,0.2439
493,NEUTRAL_DIsjjT1XRwQ_F265.jpg,DIsjjT1XRwQ,-0.0176,"a vape or e-cigarette device, clearly visible",2876.8,0.2033
494,NEUTRAL_vHg96kjiUeo_F159.jpg,vHg96kjiUeo,-0.0176,"a cigar being smoked, clearly visible",218.7,0.2516
495,NEUTRAL_xxwNGzTYlIU_F066.jpg,xxwNGzTYlIU,-0.0176,a pouch or sachet of gutka or pan masala with visible branding,1295.8,0.2214
496,NEUTRAL_t87mgidAKsI_F087.jpg,t87mgidAKsI,-0.0176,"a vape or e-cigarette device, clearly visible",384.1,0.2396
497,NEUTRAL_AWr1HIpkQVc_F173.jpg,AWr1HIpkQVc,-0.0176,"a person smoking a cigarette, cigarette clearly visible",1847.1,0.2512
498,NEUTRAL_ByxyBwTsGlo_F052.jpg,ByxyBwTsGlo,-0.0177,a pouch or sachet of gutka or pan masala with visible branding,1489.0,0.2231
499,NEUTRAL_xxwNGzTYlIU_F404.jpg,xxwNGzTYlIU,-0.0177,a pouch or sachet of gutka or pan masala with visible branding,1435.9,0.2146
500,NEUTRAL_N69DzL9FM0Y_F011.jpg,N69DzL9FM0Y,-0.0177,"tobacco leaves or raw tobacco, clearly visible",1619.0,0.2353
501,NEUTRAL_rQ-tpZOG2tw_F009.jpg,rQ-tpZOG2tw,-0.0177,"a vape or e-cigarette device, clearly visible",1706.7,0.2256
502,NEUTRAL_ByxyBwTsGlo_F027.jpg,ByxyBwTsGlo,-0.0178,a pouch or sachet of gutka or pan masala with visible branding,232.5,0.2292
503,NEUTRAL_xxwNGzTYlIU_F063.jpg,xxwNGzTYlIU,-0.0178,"a person smoking a cigarette, cigarette clearly visible",1388.3,0.2186
504,NEUTRAL_vHg96kjiUeo_F073.jpg,vHg96kjiUeo,-0.0178,"a cigar being smoked, clearly visible",310.4,0.2186
505,NEUTRAL_xxwNGzTYlIU_F078.jpg,xxwNGzTYlIU,-0.0178,a pouch or sachet of gutka or pan masala with visible branding,1437.2,0.2200
506,NEUTRAL_vHg96kjiUeo_F128.jpg,vHg96kjiUeo,-0.0179,"a can of beer, clearly visible",1557.1,0.1940
507,NEUTRAL_zATQhVnsCs4_F071.jpg,zATQhVnsCs4,-0.0181,"a vape or e-cigarette device, clearly visible",951.6,0.2393
508,NEUTRAL_t87mgidAKsI_F136.jpg,t87mgidAKsI,-0.0181,a pouch or sachet of gutka or pan masala with visible branding,481.8,0.2171
509,NEUTRAL_KVn-eEWSRTU_F033.jpg,KVn-eEWSRTU,-0.0181,"a glass of beer or wine, clearly visible",2010.0,0.2279
510,NEUTRAL_xxwNGzTYlIU_F069.jpg,xxwNGzTYlIU,-0.0181,a pouch or sachet of gutka or pan masala with visible branding,1367.7,0.2184
511,NEUTRAL_rQ-tpZOG2tw_F008.jpg,rQ-tpZOG2tw,-0.0181,"a vape or e-cigarette device, clearly visible",1701.9,0.2253
512,NEUTRAL_xxwNGzTYlIU_F181.jpg,xxwNGzTYlIU,-0.0182,a pouch or sachet of gutka or pan masala with visible branding,1381.4,0.2211
513,NEUTRAL_xxwNGzTYlIU_F028.jpg,xxwNGzTYlIU,-0.0182,"a person smoking a cigarette, cigarette clearly visible",1353.2,0.2149
514,NEUTRAL_KVn-eEWSRTU_F071.jpg,KVn-eEWSRTU,-0.0182,"a glass of beer or wine, clearly visible",2228.5,0.2286
515,NEUTRAL_DIsjjT1XRwQ_F110.jpg,DIsjjT1XRwQ,-0.0182,a pouch or sachet of gutka or pan masala with visible branding,1265.1,0.2506
516,NEUTRAL_DIsjjT1XRwQ_F444.jpg,DIsjjT1XRwQ,-0.0184,"a vape or e-cigarette device, clearly visible",2680.0,0.2077
517,NEUTRAL_DIsjjT1XRwQ_F161.jpg,DIsjjT1XRwQ,-0.0185,"a vape or e-cigarette device, clearly visible",2215.9,0.2190
518,NEUTRAL_xxwNGzTYlIU_F035.jpg,xxwNGzTYlIU,-0.0185,a pouch or sachet of gutka or pan masala with visible branding,1353.2,0.2086
519,NEUTRAL_t87mgidAKsI_F210.jpg,t87mgidAKsI,-0.0185,a pouch or sachet of gutka or pan masala with visible branding,681.2,0.2056
520,NEUTRAL_N69DzL9FM0Y_F155.jpg,N69DzL9FM0Y,-0.0185,"a vape or e-cigarette device, clearly visible",1530.1,0.2481
521,NEUTRAL_DIsjjT1XRwQ_F137.jpg,DIsjjT1XRwQ,-0.0186,"a vape or e-cigarette device, clearly visible",2104.9,0.1975
522,NEUTRAL_xxwNGzTYlIU_F282.jpg,xxwNGzTYlIU,-0.0187,a pouch or sachet of gutka or pan masala with visible branding,1468.3,0.2045
523,NEUTRAL_xxwNGzTYlIU_F032.jpg,xxwNGzTYlIU,-0.0187,a pouch or sachet of gutka or pan masala with visible branding,1440.1,0.2155
524,NEUTRAL_xxwNGzTYlIU_F042.jpg,xxwNGzTYlIU,-0.0187,a pouch or sachet of gutka or pan masala with visible branding,1400.4,0.2118
525,NEUTRAL_DIsjjT1XRwQ_F601.jpg,DIsjjT1XRwQ,-0.0187,"a vape or e-cigarette device, clearly visible",2046.3,0.2519
526,NEUTRAL_xxwNGzTYlIU_F029.jpg,xxwNGzTYlIU,-0.0188,a pouch or sachet of gutka or pan masala with visible branding,1358.9,0.2089
527,NEUTRAL_AWr1HIpkQVc_F212.jpg,AWr1HIpkQVc,-0.0188,"a person smoking a cigarette, cigarette clearly visible",1810.6,0.2681
528,NEUTRAL_TsyNt4lGD94_F065.jpg,TsyNt4lGD94,-0.0189,"workers manufacturing cigarettes or pan masala in a factory, product visible",1016.5,0.2232
529,NEUTRAL_vHg96kjiUeo_F189.jpg,vHg96kjiUeo,-0.0190,"a can of beer, clearly visible",649.4,0.1990
530,NEUTRAL_AWr1HIpkQVc_F160.jpg,AWr1HIpkQVc,-0.0191,"a vape or e-cigarette device, clearly visible",1250.6,0.2325
531,NEUTRAL_xxwNGzTYlIU_F084.jpg,xxwNGzTYlIU,-0.0191,"a person smoking a cigarette, cigarette clearly visible",1371.0,0.2155
532,NEUTRAL_DIsjjT1XRwQ_F136.jpg,DIsjjT1XRwQ,-0.0192,"a vape or e-cigarette device, clearly visible",2056.4,0.1938
533,NEUTRAL_AWr1HIpkQVc_F047.jpg,AWr1HIpkQVc,-0.0193,"a person smoking a cigarette, cigarette clearly visible",2264.3,0.2283
534,NEUTRAL_K30M-0f213I_F494.jpg,K30M-0f213I,-0.0194,"workers manufacturing cigarettes or pan masala in a factory, product visible",2114.1,0.2168
535,NEUTRAL_xxwNGzTYlIU_F172.jpg,xxwNGzTYlIU,-0.0194,a pouch or sachet of gutka or pan masala with visible branding,1386.6,0.2252
536,NEUTRAL_xxwNGzTYlIU_F378.jpg,xxwNGzTYlIU,-0.0194,a pouch or sachet of gutka or pan masala with visible branding,1433.4,0.2179
537,NEUTRAL_vHg96kjiUeo_F001.jpg,vHg96kjiUeo,-0.0196,"a vape or e-cigarette device, clearly visible",2962.4,0.1934
538,NEUTRAL_DIsjjT1XRwQ_F108.jpg,DIsjjT1XRwQ,-0.0197,a pouch or sachet of gutka or pan masala with visible branding,1230.6,0.2569
539,NEUTRAL_AWr1HIpkQVc_F037.jpg,AWr1HIpkQVc,-0.0197,"tobacco leaves or raw tobacco, clearly visible",2184.1,0.2261
540,NEUTRAL_AWr1HIpkQVc_F048.jpg,AWr1HIpkQVc,-0.0198,"a person smoking a cigarette, cigarette clearly visible",2387.7,0.2422
541,NEUTRAL_DIsjjT1XRwQ_F201.jpg,DIsjjT1XRwQ,-0.0199,"a vape or e-cigarette device, clearly visible",2060.3,0.2300
542,NEUTRAL_AWr1HIpkQVc_F142.jpg,AWr1HIpkQVc,-0.0199,"a person smoking a cigarette, cigarette clearly visible",1791.2,0.2441
543,NEUTRAL_DIsjjT1XRwQ_F209.jpg,DIsjjT1XRwQ,-0.0199,"a vape or e-cigarette device, clearly visible",2399.3,0.2161
544,NEUTRAL_AWr1HIpkQVc_F096.jpg,AWr1HIpkQVc,-0.0199,"tobacco leaves or raw tobacco, clearly visible",1271.0,0.2226
545,NEUTRAL_xxwNGzTYlIU_F041.jpg,xxwNGzTYlIU,-0.0199,a pouch or sachet of gutka or pan masala with visible branding,1431.9,0.2064
546,NEUTRAL_DIsjjT1XRwQ_F092.jpg,DIsjjT1XRwQ,-0.0199,a pouch or sachet of gutka or pan masala with visible branding,1289.1,0.2494
547,NEUTRAL_DIsjjT1XRwQ_F154.jpg,DIsjjT1XRwQ,-0.0199,"a vape or e-cigarette device, clearly visible",2214.0,0.2081
548,NEUTRAL_N69DzL9FM0Y_F053.jpg,N69DzL9FM0Y,-0.0199,a pouch or sachet of gutka or pan masala with visible branding,1659.4,0.2381
549,NEUTRAL_DIsjjT1XRwQ_F266.jpg,DIsjjT1XRwQ,-0.0199,"a vape or e-cigarette device, clearly visible",2663.6,0.2072
550,NEUTRAL_AWr1HIpkQVc_F197.jpg,AWr1HIpkQVc,-0.0200,"tobacco leaves or raw tobacco, clearly visible",2051.4,0.2278
551,NEUTRAL_AWr1HIpkQVc_F128.jpg,AWr1HIpkQVc,-0.0200,"a person smoking a cigarette, cigarette clearly visible",1489.2,0.2520
552,NEUTRAL_xxwNGzTYlIU_F087.jpg,xxwNGzTYlIU,-0.0200,a pouch or sachet of gutka or pan masala with visible branding,1350.7,0.2186
553,NEUTRAL_DIsjjT1XRwQ_F197.jpg,DIsjjT1XRwQ,-0.0200,a pouch or sachet of gutka or pan masala with visible branding,1742.0,0.2504
554,NEUTRAL_DIsjjT1XRwQ_F099.jpg,DIsjjT1XRwQ,-0.0200,a pouch or sachet of gutka or pan masala with visible branding,1288.4,0.2433
555,NEUTRAL_xxwNGzTYlIU_F410.jpg,xxwNGzTYlIU,-0.0201,a pouch or sachet of gutka or pan masala with visible branding,1317.1,0.2110
556,NEUTRAL_K30M-0f213I_F281.jpg,K30M-0f213I,-0.0202,"a vape or e-cigarette device, clearly visible",4428.7,0.2011
557,NEUTRAL_AWr1HIpkQVc_F130.jpg,AWr1HIpkQVc,-0.0202,"a person smoking a cigarette, cigarette clearly visible",1640.4,0.2591
558,NEUTRAL_DIsjjT1XRwQ_F147.jpg,DIsjjT1XRwQ,-0.0202,"a vape or e-cigarette device, clearly visible",2185.0,0.1921
559,NEUTRAL_xxwNGzTYlIU_F030.jpg,xxwNGzTYlIU,-0.0202,a pouch or sachet of gutka or pan masala with visible branding,1340.9,0.2080
560,NEUTRAL_vHg96kjiUeo_F097.jpg,vHg96kjiUeo,-0.0202,"a can of beer, clearly visible",289.1,0.2346
561,NEUTRAL_KVn-eEWSRTU_F052.jpg,KVn-eEWSRTU,-0.0203,"a glass of beer or wine, clearly visible",2005.4,0.2172
562,NEUTRAL_xxwNGzTYlIU_F336.jpg,xxwNGzTYlIU,-0.0203,a pouch or sachet of gutka or pan masala with visible branding,1369.5,0.2247
563,NEUTRAL_vHg96kjiUeo_F008.jpg,vHg96kjiUeo,-0.0204,a pouch or sachet of gutka or pan masala with visible branding,1103.3,0.2125
564,NEUTRAL_DIsjjT1XRwQ_F217.jpg,DIsjjT1XRwQ,-0.0204,"a vape or e-cigarette device, clearly visible",2525.3,0.2163
565,NEUTRAL_vHg96kjiUeo_F218.jpg,vHg96kjiUeo,-0.0205,"a cigar being smoked, clearly visible",290.9,0.2504
566,NEUTRAL_xxwNGzTYlIU_F054.jpg,xxwNGzTYlIU,-0.0206,a pouch or sachet of gutka or pan masala with visible branding,1466.0,0.2125
567,NEUTRAL_t87mgidAKsI_F208.jpg,t87mgidAKsI,-0.0207,"a glass of beer or wine, clearly visible",1422.5,0.1973
568,NEUTRAL_xxwNGzTYlIU_F027.jpg,xxwNGzTYlIU,-0.0207,a pouch or sachet of gutka or pan masala with visible branding,1436.1,0.2104
569,NEUTRAL_xxwNGzTYlIU_F415.jpg,xxwNGzTYlIU,-0.0207,a pouch or sachet of gutka or pan masala with visible branding,1257.2,0.2148
570,NEUTRAL_xxwNGzTYlIU_F204.jpg,xxwNGzTYlIU,-0.0207,a pouch or sachet of gutka or pan masala with visible branding,1393.5,0.2161
571,NEUTRAL_DIsjjT1XRwQ_F211.jpg,DIsjjT1XRwQ,-0.0207,"a vape or e-cigarette device, clearly visible",2454.9,0.2173
572,NEUTRAL_vHg96kjiUeo_F135.jpg,vHg96kjiUeo,-0.0208,a pouch or sachet of gutka or pan masala with visible branding,1322.4,0.2096
573,NEUTRAL_DIsjjT1XRwQ_F492.jpg,DIsjjT1XRwQ,-0.0208,"a vape or e-cigarette device, clearly visible",1070.4,0.2332
574,NEUTRAL_DIsjjT1XRwQ_F024.jpg,DIsjjT1XRwQ,-0.0208,"workers manufacturing cigarettes or pan masala in a factory, product visible",671.0,0.2598
575,NEUTRAL_AWr1HIpkQVc_F008.jpg,AWr1HIpkQVc,-0.0208,"tobacco leaves or raw tobacco, clearly visible",1369.2,0.2460
576,NEUTRAL_N69DzL9FM0Y_F110.jpg,N69DzL9FM0Y,-0.0208,"tobacco leaves or raw tobacco, clearly visible",2055.9,0.2441
577,NEUTRAL_xxwNGzTYlIU_F158.jpg,xxwNGzTYlIU,-0.0208,a pouch or sachet of gutka or pan masala with visible branding,1353.1,0.2099
578,NEUTRAL_vHg96kjiUeo_F157.jpg,vHg96kjiUeo,-0.0209,"a cigar being smoked, clearly visible",231.0,0.2464
579,NEUTRAL_vHg96kjiUeo_F182.jpg,vHg96kjiUeo,-0.0209,"a can of beer, clearly visible",2353.5,0.1951
580,NEUTRAL_DIsjjT1XRwQ_F289.jpg,DIsjjT1XRwQ,-0.0209,"a vape or e-cigarette device, clearly visible",2989.7,0.1960
581,NEUTRAL_rQ-tpZOG2tw_F007.jpg,rQ-tpZOG2tw,-0.0210,"a cigar being smoked, clearly visible",1194.8,0.2341
582,NEUTRAL_AWr1HIpkQVc_F201.jpg,AWr1HIpkQVc,-0.0210,"a person smoking a cigarette, cigarette clearly visible",2104.7,0.2418
583,NEUTRAL_xxwNGzTYlIU_F159.jpg,xxwNGzTYlIU,-0.0210,a pouch or sachet of gutka or pan masala with visible branding,1421.3,0.2144
584,NEUTRAL_xxwNGzTYlIU_F380.jpg,xxwNGzTYlIU,-0.0211,a pouch or sachet of gutka or pan masala with visible branding,1414.1,0.2156
585,NEUTRAL_K30M-0f213I_F093.jpg,K30M-0f213I,-0.0211,a pouch or sachet of gutka or pan masala with visible branding,3744.9,0.2307
586,NEUTRAL_xxwNGzTYlIU_F166.jpg,xxwNGzTYlIU,-0.0212,a pouch or sachet of gutka or pan masala with visible branding,1399.2,0.2191
587,NEUTRAL_KVn-eEWSRTU_F023.jpg,KVn-eEWSRTU,-0.0212,"a glass of beer or wine, clearly visible",1598.2,0.2021
588,NEUTRAL_gVoFKyA1YGw_F230.jpg,gVoFKyA1YGw,-0.0214,a pouch or sachet of gutka or pan masala with visible branding,2321.7,0.2028
589,NEUTRAL_TsyNt4lGD94_F013.jpg,TsyNt4lGD94,-0.0214,a pouch or sachet of gutka or pan masala with visible branding,1055.9,0.2302
590,NEUTRAL_xxwNGzTYlIU_F011.jpg,xxwNGzTYlIU,-0.0214,a pouch or sachet of gutka or pan masala with visible branding,1625.8,0.2068
591,NEUTRAL_AWr1HIpkQVc_F135.jpg,AWr1HIpkQVc,-0.0215,"a person smoking a cigarette, cigarette clearly visible",1955.3,0.2366
592,NEUTRAL_AWr1HIpkQVc_F215.jpg,AWr1HIpkQVc,-0.0215,"a person smoking a cigarette, cigarette clearly visible",1067.7,0.2251
593,NEUTRAL_AWr1HIpkQVc_F138.jpg,AWr1HIpkQVc,-0.0216,a pouch or sachet of gutka or pan masala with visible branding,2031.6,0.2288
594,NEUTRAL_DIsjjT1XRwQ_F436.jpg,DIsjjT1XRwQ,-0.0216,"a vape or e-cigarette device, clearly visible",2708.3,0.1911
595,NEUTRAL_xxwNGzTYlIU_F161.jpg,xxwNGzTYlIU,-0.0217,a pouch or sachet of gutka or pan masala with visible branding,1357.4,0.2163
596,NEUTRAL_vHg96kjiUeo_F214.jpg,vHg96kjiUeo,-0.0218,"a vape or e-cigarette device, clearly visible",340.4,0.2158
597,NEUTRAL_KVn-eEWSRTU_F017.jpg,KVn-eEWSRTU,-0.0219,"a glass of beer or wine, clearly visible",1590.5,0.2180
598,NEUTRAL_DIsjjT1XRwQ_F420.jpg,DIsjjT1XRwQ,-0.0219,"a vape or e-cigarette device, clearly visible",2713.4,0.1903
599,NEUTRAL_DIsjjT1XRwQ_F203.jpg,DIsjjT1XRwQ,-0.0219,"a vape or e-cigarette device, clearly visible",2236.5,0.2184
600,NEUTRAL_N69DzL9FM0Y_F109.jpg,N69DzL9FM0Y,-0.0219,"tobacco leaves or raw tobacco, clearly visible",1933.8,0.2469
601,NEUTRAL_xxwNGzTYlIU_F149.jpg,xxwNGzTYlIU,-0.0219,a pouch or sachet of gutka or pan masala with visible branding,1461.1,0.2065
602,NEUTRAL_xxwNGzTYlIU_F047.jpg,xxwNGzTYlIU,-0.0220,a pouch or sachet of gutka or pan masala with visible branding,1510.3,0.2071
603,NEUTRAL_xxwNGzTYlIU_F076.jpg,xxwNGzTYlIU,-0.0220,a pouch or sachet of gutka or pan masala with visible branding,1392.6,0.2075
604,NEUTRAL_DIsjjT1XRwQ_F204.jpg,DIsjjT1XRwQ,-0.0220,"a vape or e-cigarette device, clearly visible",2303.6,0.2196
605,NEUTRAL_N69DzL9FM0Y_F148.jpg,N69DzL9FM0Y,-0.0221,"a vape or e-cigarette device, clearly visible",1378.5,0.2399
606,NEUTRAL_DIsjjT1XRwQ_F175.jpg,DIsjjT1XRwQ,-0.0221,a pouch or sachet of gutka or pan masala with visible branding,1840.7,0.2470
607,NEUTRAL_xxwNGzTYlIU_F375.jpg,xxwNGzTYlIU,-0.0221,a pouch or sachet of gutka or pan masala with visible branding,1384.8,0.2204
608,NEUTRAL_DIsjjT1XRwQ_F165.jpg,DIsjjT1XRwQ,-0.0222,a pouch or sachet of gutka or pan masala with visible branding,2102.3,0.2203
609,NEUTRAL_N69DzL9FM0Y_F034.jpg,N69DzL9FM0Y,-0.0222,"tobacco leaves or raw tobacco, clearly visible",1727.7,0.2370
610,NEUTRAL_xxwNGzTYlIU_F039.jpg,xxwNGzTYlIU,-0.0222,a pouch or sachet of gutka or pan masala with visible branding,1438.0,0.2107
611,NEUTRAL_xxwNGzTYlIU_F165.jpg,xxwNGzTYlIU,-0.0223,a pouch or sachet of gutka or pan masala with visible branding,1417.2,0.2242
612,NEUTRAL_xxwNGzTYlIU_F036.jpg,xxwNGzTYlIU,-0.0223,a pouch or sachet of gutka or pan masala with visible branding,1401.6,0.2023
613,NEUTRAL_xxwNGzTYlIU_F347.jpg,xxwNGzTYlIU,-0.0223,a pouch or sachet of gutka or pan masala with visible branding,1392.6,0.2064
614,NEUTRAL_vHg96kjiUeo_F028.jpg,vHg96kjiUeo,-0.0224,"a can of beer, clearly visible",2214.1,0.2209
615,NEUTRAL_DIsjjT1XRwQ_F418.jpg,DIsjjT1XRwQ,-0.0224,"a vape or e-cigarette device, clearly visible",2753.6,0.2060
616,NEUTRAL_DIsjjT1XRwQ_F405.jpg,DIsjjT1XRwQ,-0.0225,"a vape or e-cigarette device, clearly visible",2910.2,0.1948
617,NEUTRAL_DIsjjT1XRwQ_F162.jpg,DIsjjT1XRwQ,-0.0226,"a vape or e-cigarette device, clearly visible",2267.6,0.2181
618,NEUTRAL_AWr1HIpkQVc_F231.jpg,AWr1HIpkQVc,-0.0226,a photo of a cigarette pack,2042.6,0.2447
619,NEUTRAL_DIsjjT1XRwQ_F431.jpg,DIsjjT1XRwQ,-0.0226,"a vape or e-cigarette device, clearly visible",2664.7,0.2276
620,NEUTRAL_t87mgidAKsI_F030.jpg,t87mgidAKsI,-0.0226,"a vape or e-cigarette device, clearly visible",842.0,0.2146
621,NEUTRAL_xxwNGzTYlIU_F212.jpg,xxwNGzTYlIU,-0.0227,a pouch or sachet of gutka or pan masala with visible branding,1403.7,0.2096
622,NEUTRAL_KVn-eEWSRTU_F113.jpg,KVn-eEWSRTU,-0.0227,"a glass of beer or wine, clearly visible",1606.4,0.2088
623,NEUTRAL_DIsjjT1XRwQ_F139.jpg,DIsjjT1XRwQ,-0.0228,"a vape or e-cigarette device, clearly visible",1983.9,0.2184
624,NEUTRAL_DIsjjT1XRwQ_F410.jpg,DIsjjT1XRwQ,-0.0228,"a vape or e-cigarette device, clearly visible",2711.0,0.1954
625,NEUTRAL_DIsjjT1XRwQ_F438.jpg,DIsjjT1XRwQ,-0.0229,"a vape or e-cigarette device, clearly visible",2729.2,0.1923
626,NEUTRAL_AWr1HIpkQVc_F127.jpg,AWr1HIpkQVc,-0.0229,"a person smoking a cigarette, cigarette clearly visible",738.5,0.2287
627,NEUTRAL_DIsjjT1XRwQ_F059.jpg,DIsjjT1XRwQ,-0.0229,a pouch or sachet of gutka or pan masala with visible branding,1070.9,0.2384
628,NEUTRAL_xxwNGzTYlIU_F053.jpg,xxwNGzTYlIU,-0.0229,a pouch or sachet of gutka or pan masala with visible branding,1435.8,0.2082
629,NEUTRAL_N69DzL9FM0Y_F058.jpg,N69DzL9FM0Y,-0.0230,a pouch or sachet of gutka or pan masala with visible branding,1635.9,0.2393
630,NEUTRAL_vHg96kjiUeo_F134.jpg,vHg96kjiUeo,-0.0230,a pouch or sachet of gutka or pan masala with visible branding,1682.6,0.2171
631,NEUTRAL_xxwNGzTYlIU_F187.jpg,xxwNGzTYlIU,-0.0230,a pouch or sachet of gutka or pan masala with visible branding,1506.6,0.2131
632,NEUTRAL_AWr1HIpkQVc_F136.jpg,AWr1HIpkQVc,-0.0230,"a person smoking a cigarette, cigarette clearly visible",1932.5,0.2314
633,NEUTRAL_AWr1HIpkQVc_F119.jpg,AWr1HIpkQVc,-0.0230,"a person smoking a cigarette, cigarette clearly visible",1990.3,0.2399
634,NEUTRAL_AWr1HIpkQVc_F007.jpg,AWr1HIpkQVc,-0.0230,"tobacco leaves or raw tobacco, clearly visible",1359.1,0.2513
635,NEUTRAL_DIsjjT1XRwQ_F094.jpg,DIsjjT1XRwQ,-0.0231,a pouch or sachet of gutka or pan masala with visible branding,1300.7,0.2438
636,NEUTRAL_gVoFKyA1YGw_F201.jpg,gVoFKyA1YGw,-0.0231,"a cigar being smoked, clearly visible",2409.4,0.2131
637,NEUTRAL_DIsjjT1XRwQ_F160.jpg,DIsjjT1XRwQ,-0.0232,"a vape or e-cigarette device, clearly visible",2088.4,0.2222
638,NEUTRAL_xxwNGzTYlIU_F295.jpg,xxwNGzTYlIU,-0.0232,a pouch or sachet of gutka or pan masala with visible branding,1382.2,0.2037
639,NEUTRAL_DIsjjT1XRwQ_F134.jpg,DIsjjT1XRwQ,-0.0232,a pouch or sachet of gutka or pan masala with visible branding,1221.4,0.2415
640,NEUTRAL_DIsjjT1XRwQ_F166.jpg,DIsjjT1XRwQ,-0.0233,a pouch or sachet of gutka or pan masala with visible branding,2072.1,0.2169
641,NEUTRAL_DIsjjT1XRwQ_F084.jpg,DIsjjT1XRwQ,-0.0233,a pouch or sachet of gutka or pan masala with visible branding,1352.5,0.2406
642,NEUTRAL_AWr1HIpkQVc_F218.jpg,AWr1HIpkQVc,-0.0234,"a vape or e-cigarette device, clearly visible",1821.5,0.2414
643,NEUTRAL_t87mgidAKsI_F031.jpg,t87mgidAKsI,-0.0234,"a can of beer, clearly visible",837.6,0.2129
644,NEUTRAL_xxwNGzTYlIU_F145.jpg,xxwNGzTYlIU,-0.0234,a pouch or sachet of gutka or pan masala with visible branding,1329.7,0.2109
645,NEUTRAL_xxwNGzTYlIU_F075.jpg,xxwNGzTYlIU,-0.0235,a pouch or sachet of gutka or pan masala with visible branding,1378.4,0.2006
